No,Tình,Tên cụm,Loại cụm,Mô tả,Một số điểm trong cụm,Tiếp giáp
180,Thành phố Hải Phòng,Côn Sơn,Cụm nhỏ,"Hành hương Di tích Quốc gia Đặc biệt danh nhân văn hóa, thám hiểm núi rừng thông rợp bóng, suối ngàn và kiến trúc đền chùa di sản.","• Quần thể di tích Côn Sơn - Kiếp Bạc (Chùa Côn Sơn, Đền Kiếp Bạc, Giếng Ngọc, Bàn Cờ Tiên, Suối Côn Sơn)

• Chùa Thanh Mai

• Quần thể Đền Cao Chí Linh

• Đền thờ Thầy giáo Chu Văn An (Núi Phượng Hoàng)

• Đền thờ Mạc Đĩnh Chi

• Sân golf Chí Linh

• Chùa Nhạn","Hải Dương, Kinh Môn, Đông Triều / Uông Bí (Quảng Ninh)"
181,Thành phố Hải Phòng,Kinh Môn,Cụm nhỏ,"Khám phá quần thể danh thắng núi đá vôi uốn lượn, thám hiểm hang động cổ sinh di chỉ khảo cổ, viếng đền đài di sản và chùa cổ trên núi.","• Quần thể di tích Quốc gia Đặc biệt An Phụ - Kính Chủ - Nhẫm Dương

• Đền Cao An Phụ

• Động Kính Chủ (""Nam thiên đệ lục động"")

• Chùa Nhẫm Dương (Di chỉ khảo cổ người cổ đại)

• Đền Nhẫm Dương

• Thác Bất Thượng

• Thác Mơ Kinh Môn","Hải Dương, Côn Sơn, Bạch Đằng (Hải Phòng), Uông Bí (Quảng Ninh)"
182,Thành phố Hải Phòng,Hải Phòng,Cụm lớn,"Du lịch đô thị biển hoa phượng đỏ, thưởng thức Food Tour Hải Phòng nổi tiếng, di tích lịch sử kiến trúc Pháp và vãn cảnh núi đồi.","• Thành phố Hải Phòng

• Nhà hát lớn Hải Phòng

• Ga Hải Phòng

• Bưu điện trung tâm Hải Phòng

• Hồ Tam Bạc & Phố đi bộ Thế Lực

• Chợ Sắt

• Chợ Cột Đèn

• Chợ Hàng

• Đền Nghè (Thờ Nữ tướng Lê Chân)

• Chùa Hàng (Dư Hàng Tự)

• Cầu Hoàng Văn Thụ

• Cầu Bính

• Khu du lịch Đồi Thiên Văn (Kiến An)

• Danh thắng Núi Voi (An Lão)","Đồ Sơn, Bạch Đằng, Cát Bà, Hải Dương, Cồn Đen (Thái Bình)"
183,Thành phố Hải Phòng,Đồ Sơn,Cụm lớn,"Nghỉ dưỡng biển đô thị lâu đời, khám phá quần thể đảo ngọc tâm linh, di tích đường Hồ Chí Minh trên biển và tổ hợp giải trí biển quy mô.","• Bãi biển Đồ Sơn (Khu 1, 2, 3)

• Biệt thự Bảo Đại (Đồ Sơn)

• Khu du lịch Quốc tế Đồi Rồng (Dragon Ocean Đồ Sơn)

• Đảo Hòn Dấu & Hải đăng Hòn Dấu

• Đền Bà Dấu

• Bến K15 (Bến tàu Không số khởi nguồn Đường Hồ Chí Minh trên biển)

• Tháp Tường Long

• Chùa Hang Đồ Sơn

• Casino Đồ Sơn","Hải Phòng, Cát Bà (kết nối đường thủy), Cồn Đen (Thái Bình)"
184,Thành phố Hải Phòng,Cát Bà,Cụm nhỏ,"Thám hiểm Khu dự trữ sinh quyển thế giới đảo ngọc, du ngoạn Vịnh Lan Hạ kiệt tác thiên nhiên, chèo thuyền Kayak, trekking rừng quốc gia và tắm bãi biển hoang sơ.","• Quần đảo Cát Bà

• Vườn quốc gia Cát Bà

• Vịnh Lan Hạ

• Đảo Khỉ (Hòn Cát Dứa)

• Bãi tắm Cát Cò 1, 2, 3

• Bãi tắm Tùng Thu

• Hang Trung Trang

• Hang Quân Y

• Pháo đài Thần công Cát Bà

• Làng cổ Việt Hải

• Hang Sáng - Hang Tối","Hải Phòng (đường thủy / cáp treo), Đồ Sơn, Hạ Long (Quảng Ninh)"
185,Thành phố Hải Phòng,Bạch Đằng,Cụm nhỏ,"Trải nghiệm Di tích Quốc gia Đặc biệt chiến công sông Bạch Đằng, thám hiểm hồ đá vôi xanh ngắt và vãn cảnh các ngôi chùa cổ di sản.","• Khu di tích Quốc gia Đặc biệt Bãi cọc Bạch Đằng Giang (Tràng Kênh - Thủy Nguyên)

• Tuyệt Tình Cốc Hải Phòng (Hồ Yếm Đầm)

• Danh thắng Núi Sơn Đào

• Khu du lịch sinh thái Hồ Sông Giá

• Chùa Mỹ Cụ

• Chùa Vẽ (Thủy Nguyên)

• Đền Tràng Kênh

• Chùa Cao Linh (An Dương)","Hải Phòng, Kinh Môn (Hải Dương), Hạ Long (Quảng Ninh)"
186,Thành phố Hải Phòng,Bạch Long Vĩ,Cụm nhỏ,"Thám hiểm đảo tiền tiêu xa bờ cực Đông Bắc của Vịnh Bắc Bộ, ngắm ngọn hải đăng khơi xa, trải nghiệm cuộc sống ngư dân và lặn biển.","• Đảo Bạch Long Vĩ

• Hải đăng Bạch Long Vĩ

• Chùa Bạch Long Vĩ

• Làng chài Bạch Long Vĩ

• Âu cảng Bạch Long Vĩ",Kết nối qua đường thủy với Hải Phòng và Đồ Sơn
187,Thành phố Hà Nội,Hà Nội,Cụm lớn,"Trải nghiệm văn hóa di sản nghìn năm văn hiến, khám phá kiến trúc Phố Cổ - Pháp cổ, thưởng thức ẩm thực Hà Thành và trung tâm giải trí đô thị sầm uất.","• Hồ Hoàn Kiếm & Đền Ngọc Sơn

• Phố cổ Hà Nội & Chợ Đồng Xuân

• Hoàng thành Thăng Long

• Lăng Chủ tịch Hồ Chí Minh & Bảo tàng Hồ Chí Minh

• Văn Miếu - Quốc Tử Giám

• Chùa Một Cột

• Hồ Tây, Chùa Trấn Quốc & Phủ Tây Hồ

• Nhà hát Lớn Hà Nội

• Di tích Nhà tù Hỏa Lò

• Cầu Long Biên

• Bảo tàng Dân tộc học Việt Nam

• Bảo tàng Hà Nội

• Làng gốm Bát Tràng (Gia Lâm)

• Làng lụa Vạn Phúc (Hà Đông)

• Công viên Yên Sở & Công viên Thống Nhất

• Nhà thờ Lớn Hà Nội","Sóc Sơn, Chùa Thầy, Hương Sơn, Bắc Ninh, Văn Giang (Hưng Yên)"
188,Thành phố Hà Nội,Ba Vì,Cụm nhỏ,"Nghỉ dưỡng sinh thái núi cao, dã ngoại đồi thông, thám hiểm Vườn quốc gia nguyên sinh và khu du lịch suối thác giải trí.","• Vườn quốc gia Ba Vì (Đỉnh Tản Viên, Đền Thượng, Đền Bác Hồ, Tháp Báo Thiên, Nhà thờ đổ Ba Vì)

• Khu du lịch Ao Vua

• Khu du lịch Khoang Xanh - Suối Tiên

• Khu du lịch Thiên Sơn - Suối Ngà

• Di tích Lịch sử K9 Đá Chông

• Khu du lịch Bản Xôi

• Resort Melia Ba Vi Mountain Retreat

• Suối khoáng nóng Tản Đà","Sơn Tây, Chùa Thầy, Lương Sơn (Hòa Bình), Việt Trì (Phú Thọ)"
189,Thành phố Hà Nội,Sơn Tây,Cụm lớn,"Thăm làng cổ di sản kiến trúc nhà đá ong, di tích lịch sử quân sự cổ, trải nghiệm không gian văn hóa 54 dân tộc và lòng hồ sinh thái.","• Làng cổ Đường Lâm (Nhà cổ, Cổng làng Mông Phụ, Đền thờ Phùng Hưng, Ngô Quyền)

• Thành cổ Sơn Tây

• Đền Va (Thờ Tản Viên Sơn Thánh)

• Làng Văn hóa - Du lịch các Dân tộc Việt Nam (Đồng Mô)

• Hồ Đồng Mô

• Hồ Suối Hải

• Làng nghề thợ mộc Chàng Sơn","Ba Vì, Chùa Thầy, Việt Trì (Phú Thọ), Vĩnh Yên (Vĩnh Phúc)"
190,Thành phố Hà Nội,Chùa Thầy,Cụm nhỏ,"Hành hương chiêm bái di tích chùa cổ đặc biệt, du lịch tâm linh hang núi đá vôi, công viên biển nhân tạo và làng nghề truyền thống.","• Quần thể danh thắng Chùa Thầy (Núi Sài Sơn - Quốc Oai)

• Chùa Tây Phương (Thạch Thất)

• Chùa Trầm & Động Long Clâu (Chương Mỹ)

• Chùa Trăm Gian (Chương Mỹ)

• Tổ hợp giải trí Baara Land (Tuần Châu Hà Nội)

• Làng nghề mây tre đan Phú Vinh (Chương Mỹ)

• Làng nghề quạt giấy Chàng Sơn (Thạch Thất)","Hà Nội, Ba Vì, Sơn Tây, Hương Sơn, Lương Sơn (Hòa Bình)"
191,Thành phố Hà Nội,Sóc Sơn,Cụm nhỏ,"Du lịch tâm linh quần thể Đền Gióng di sản, trekking cắm trại đồi thông, ngoạn cảnh lòng hồ hoang sơ và di tích Cổ Loa.","• Quần thể di tích Đền Sóc / Đền Gióng (Chùa Non Nước, Tượng đài Thánh Gióng)

• Việt Phủ Thành Chương

• Núi Hàm Lợn

• Hồ Đồng Quan & Hồ Chèo Kẻo

• Khu du lịch sinh thái Bản Rôm

• Di tích Quốc gia Đặc biệt Cổ Loa (Đông Anh)

• Đền Hai Bà Trưng (Mê Linh)

• Đền Sái (Đông Anh)

• Sân bay Quốc tế Nội Bài","Hà Nội, Sơn Tây, Phúc Yên (Vĩnh Phúc), Thái Nguyên, Bắc Ninh"
192,Thành phố Hà Nội,Hương Sơn,Cụm nhỏ,"Trải nghiệm lễ hội du lịch tâm linh danh thắng Chùa Hương, chèo thuyền Suối Yến, vãn cảnh chùa cổ di sản và làng nghề nón lá.","• Quần thể danh thắng Chùa Hương (Suối Yến, Bến Đức, Đền Trình, Chùa Thiên Trù, Động Hương Tích, Chùa Giải Oan)

• Chùa Đậu (Thường Tín)

• Chùa Bối Khê (Thanh Oai)

• Làng nón Chuông (Thanh Oai)

• Làng nghề thêu Quất Động (Thường Tín)

• Vịt cỏ Vân Đình (Ứng Hòa)

• Làng khảm trai Chuyên Mỹ (Phú Xuyên)","Hà Nội, Chùa Thầy, Tam Chúc (Hà Nam), Phủ Lý (Hà Nam), Lương Sơn (Hòa Bình)"
193,Quảng Ninh,Hạ Long,Cụm lớn,"Du ngoạn Kỳ quan Thiên nhiên Thế giới, công viên giải trí hàng đầu, du lịch biển đô thị, nghỉ dưỡng khoáng nóng chuẩn Nhật và di tích tâm linh ven biển.","• Vịnh Hạ Long (Động Thiên Cung, Hang Đầu Gỗ, Hang Sửng Sốt, Đảo Ti Tốp, Hòn Trống Mái, Động Mê Cung, Hang Luồn)

• Thành phố Hạ Long

• Bãi biển Bãi Cháy

• Tổ hợp giải trí Sun World Halong Complex

• Đảo Tuần Châu

• Bảo tàng & Thư viện Quảng Ninh

• Núi Bài Thơ

• Chùa Long Tiên

• Cầu Bãi Cháy

• Đảo Rều (Vinpearl Resort Hạ Long)

• Khu nghỉ dưỡng khoáng nóng Yoko Onsen Quang Hanh (Cẩm Phả)

• Đền Cửa Ông (Cẩm Phả)

• Bãi biển Lương Ngọc (Cẩm Phả)

• Đồi Phượng Hoàng & Đỉnh Bình Hương

• Khu bảo tồn thiên nhiên Kỳ Thượng (Hoành Bồ)","Yên Tử, Vân Đồn, Cát Bà (Hải Phòng), Bạch Đằng (Hải Phòng)"
194,Quảng Ninh,Yên Tử,Cụm nhỏ,"Hành hương quần thể di sản Phật giáo Trúc Lâm linh thiêng, chinh phục đỉnh núi cao, thám hiểm hệ thống lăng miếu di tích nhà Trần và hồ suối đại ngàn.","• Danh thắng Yên Tử (Chùa Đồng, Chùa Hoa Yên, Suối Giải Oan, An Lạc Nương, Tượng Phật Hoàng Trần Nhân Tông)

• Khu di tích Quốc gia Đặc biệt Nhà Trần tại Đông Triều (Chùa Ngoạ Vân, Chùa Quỳnh Lâm, Đền An Sinh, Lăng mộ các vua Trần)

• Chùa Ba Vàng (Uông Bí)

• Hồ Yên Trung

• Lũng Xanh

• Thác Lăng Xê

• Hồ Yên Lập","Hạ Long, Côn Sơn (Hải Dương), Kinh Môn (Hải Dương)"
195,Quảng Ninh,Vân Đồn,Cụm lớn,"Nghỉ dưỡng quần đảo hoang sơ Bái Tử Long, tắm bãi biển cát trắng mịn, khám phá di tích thương cảng cổ và sinh thái rừng ngập mặn - biển đảo.","• Vịnh Bái Tử Long

• Đảo Quan Lạn

• Đảo Minh Châu

• Đảo Ngọc Vừng

• Bãi Dài Vân Đồn

• Bãi biển Sơn Hào

• Bãi biển Robinson

• Cảng du lịch Cái Rồng

• Chùa Cầu Trăm

• Thiền viện Trúc Lâm Giác Tâm (Chùa Cai Bầu)

• Cảng hàng không Quốc tế Vân Đồn

• Đảo Bản Sen

• Vườn quốc gia Bái Tử Long (Đảo Ba Mùn)","Hạ Long, Cô Tô (đường thủy), Móng Cái, Bình Liêu"
196,Quảng Ninh,Cô Tô,Cụm nhỏ,"Thám hiểm thiên đường biển đảo tiền tiêu hoang sơ, chèo thuyền ngắm san hô, check-in bãi đá trầm tích kỳ vĩ và trải nghiệm cuộc sống ngư dân đảo.","• Quần đảo Cô Tô (Đảo Cô Tô lớn, Đảo Cô Tô con, Đảo Thanh Lạn)

• Bãi biển Hồng Vàn

• Bãi biển Vàn Chài

• Bãi đá Cầu Mỵ (Bãi đá Móng Rồng)

• Hải đăng Cô Tô

• Tượng đài Bác Hồ trên đảo Cô Tô

• Đường tình yêu Cô Tô

• Hòn Cá Chép",Kết nối đường thủy với Vân Đồn
197,Quảng Ninh,Móng Cái,Cụm lớn,"Check-in cột mốc Cực Đông Bắc đất liền, nghỉ dưỡng bãi biển Trà Cổ lịch sử, mua sắm giao thương cửa khẩu quốc tế và du lịch sinh thái đảo biên giới.","• Mũi Sa Vĩ (Mũi Ngọc - Điểm đặt nét vẽ đầu tiên trên bản đồ Tổ quốc)

• Bãi biển Trà Cổ

• Đình Trà Cổ

• Nhà thờ Trà Cổ

• Cửa khẩu Quốc tế Móng Cái

• Chợ trung tâm Móng Cái

• Phố đi bộ Trần Phú

• Cầu Ka Long

• Đảo Vĩnh Thực (Hải đăng Vĩnh Thực, Bãi tắm Bến Mũi)

• Đảo Trần","Vân Đồn, Bình Liêu"
198,Quảng Ninh,Bình Liêu,Cụm nhỏ,"Săn bãi cỏ lau ""sống lưng khủng long"", trekking đường biên mốc giới, thám hiểm đại thác núi rừng và trải nghiệm văn hóa dân tộc Tày, Dao, Sán Chỉ.","• Chuỗi cột mốc biên giới Bình Liêu (Mốc 1300, 1302, 1305 - Sống lưng Khủng Long, Mốc 1327)

• Thác Khe Vằn

• Thác Khe Tiên

• Đỉnh Cao Ba Bạ

• Đỉnh Cao Liêm

• Bản Sông Moóc

• Chợ phiên Bình Liêu

• Phố cũ Tiên Yên

• Thác Pạc Sủi (Tiên Yên)

• Mũi Lòng Vàng (Tiên Yên)

• Miếu Ông Miếu Bà (Ba Chẽ)","Vân Đồn, Móng Cái, Yên Tử"
199,Bắc Ninh,Bắc Ninh,Cụm lớn,"Khám phá cội nguồn văn hóa Kinh Bắc, di sản dân ca Quan họ, quần thể chùa - đền cổ di sản và trải nghiệm các làng nghề truyền thống.","• Thành phố Bắc Ninh

• Đền Đô (Khu di tích Bát Đế - Từ Sơn)

• Chùa Dâu (Thuận Thành)

• Chùa Bút Tháp (Thuận Thành)

• Chùa Phật Tích (Tiên Du)

• Đền Bà Chúa Kho (Núi Kho)

• Làng Quan họ cổ Diềm (Viêm Xá - Đền Cùng Giếng Ngọc)

• Làng tranh Đông Hồ (Thuận Thành)

• Làng gốm Phù Lãng (Quế Võ)

• Làng đúc đồng Đại Bái (Gia Bình)

• Chùa Tiêu Sơn (Từ Sơn)

• Đền Cao Lỗ Vương

• Bảo tàng Bắc Ninh

• Lăng Kinh Dương Vương","Bắc Giang, Tây Yên Tử, Hà Nội, Sóc Sơn (Hà Nội), Làng Nôm (Hưng Yên), Hải Dương"
200,Bắc Ninh,Bắc Giang,Cụm lớn,"Du lịch đô thị trung tâm, khám phá làng cổ di sản ven sông Cầu, kiến trúc chùa cổ chứa mộc bản di vật thế giới và di tích lịch sử chiến công.","• Thành phố Bắc Giang

• Khu di tích Lịch sử Chiến thắng Xương Giang (Thành Xương Giang)

• Làng cổ Thổ Hà (Việt Yên)

• Chùa Bổ Đà (Việt Yên)

• Làng dệt Vân Hà

• Di tích Lịch sử Dốc Lăng

• Chùa Y Sơn (Hiệp Hòa)

• Lăng Khổng Thị (Hiệp Hòa)

• Đền Xương Giang

• Công viên Hoàng Hoa Thám (TP. Bắc Giang)","Bắc Ninh, Tây Yên Tử, Yên Thế, Sóc Sơn (Hà Nội), Thái Nguyên"
201,Bắc Ninh,Tây Yên Tử,Cụm nhỏ,"Hành hương tâm linh quần thể thiền phái Trúc Lâm phía Tây đỉnh Yên Tử, trekking rừng nguyên sinh, thám hiểm suối thác và cắm trại cao nguyên.","• Khu du lịch tâm linh - sinh thái Tây Yên Tử (Sơn Động)

• Chùa Vĩnh Nghiêm (Yên Dũng - Lưu giữ Mộc bản di sản thế giới)

• Thiền viện Trúc Lâm Phượng Hoàng (Yên Dũng)

• Khu du lịch sinh thái Suối Mỡ (Chùa Suối Mỡ, Thác Suối Mỡ - Lục Nam)

• Cao nguyên Đồng Cao (Sơn Động)

• Rừng nguyên sinh Khe Rỗ (Khu bảo tồn thiên nhiên Tây Yên Tử)

• Chùa Am Vãi (Lục Ngạn)

• Thác Mơ (Sơn Động)

• Dãy núi Phật Sơn","Bắc Giang, Bắc Ninh, Lục Ngạn, Yên Tử (Quảng Ninh), Hải Dương, Lạng Sơn"
202,Bắc Ninh,Lục Ngạn,Cụm nhỏ,"Du lịch sinh thái miệt vườn thủ phủ trái cây vải thiều, du ngoạn lòng hồ nước ngút ngàn và khám phá văn hóa bản làng dân tộc.","• Vùng vựa trái cây / Vải thiều Lục Ngạn

• Hồ Cấm Sơn

• Hồ Khuôn Thần

• Làng chài Hồ Cấm Sơn

• Đồi hoa Thanh Sơn / Đèo Bấc

• Chợ phiên Lục Ngạn

• Làng nghề mì Chũ (Lục Ngạn)

• Vườn bưởi / cam Lục Ngạn","Tây Yên Tử, Bắc Giang, Yên Thế, Lạng Sơn"
203,Bắc Ninh,Yên Thế,Cụm nhỏ,"Tìm hiểu di tích lịch sử Quốc gia Đặc biệt cuộc khởi nghĩa Hoàng Hoa Thám, du lịch sinh thái hồ núi và dã ngoại rừng đồi.","• Khu di tích Lịch sử Quốc gia Đặc biệt Khởi nghĩa Yên Thế (Đồn Phồn Xương, Đền Thề Hoàng Hoa Thám, Nhà trưng bày Khởi nghĩa Yên Thế)

• Đền Cầu Muối

• Hồ Cụm Rừng

• Thác Xuân Lung

• Hồ Suối Nứa

• Động Hào Thắng

• Rừng dẻ Yên Thế","Bắc Giang, Lục Ngạn, Thái Nguyên, Lạng Sơn"
204,Phú Thọ,Hòa Bình,Cụm lớn,"Khám phá công trình thủy điện kịch tính, du ngoạn lòng hồ sông Đà thơ mộng, du lịch tâm linh Đền Bờ và trải nghiệm di sản văn hóa Mường.","• Nhà máy Thủy điện Hòa Bình

• Hồ Hòa Bình (đoạn TP. Hòa Bình & Cao Phong)

• Đền Bà Chúa Thác Bờ (Đền Thác Bờ)

• Động Thác Bờ

• Tượng đài Bác Hồ trên đỉnh đồi Ông Tượng

• Bảo tàng Không gian Văn hóa Mường

• Công viên Di sản Các Nhà Khoa học Việt Nam (MEDIDOM - Cao Phong)

• Động Tiên Phi

• Thung lũng Thung Nai (Bến cảng Thung Nai)

• Đồi chè Cao Phong

• Chợ bờ sông Đà","Mai Châu, Kim Bôi, Lương Sơn, Ba Vì (Hà Nội), Sơn Tây (Hà Nội)"
205,Phú Thọ,Mai Châu,Cụm lớn,"Trải nghiệm văn hóa sinh thái bản làng Thái, nghỉ dưỡng thung lũng xanh, ngoạn cảnh ""Vịnh Hạ Long trên núi"" Ba Khan và đèo đá trắng.","• Bản Lác & Bản Pòm Coọng

• Bản Văn & Bản Nhót

• Hang Chiều & Hang Mỏ Luông

• Đèo Thung Khe (Đèo Đá White)

• Bán đảo Ba Khan (Tân Lạc)

• Thác Gò Lào

• Bản Hang Kia & Bản Pà Cò

• Cột cờ Mai Châu

• Sông Đà (đoạn Mai Châu)

• Động Nam Sơn (Tân Lạc)

• Chợ phiên Pà Cò","Hòa Bình, Kim Bôi, Pù Luông (Thanh Hóa)"
206,Phú Thọ,Kim Bôi,Cụm nhỏ,"Tắm suối khoáng nóng phục hồi sức khỏe, trekking quần thể đại thác nguyên sinh, khám phá động cổ và văn hóa Mường cổ.","• Khu du lịch Suối khoáng nóng Kim Bôi

• Cửu Thác Tú Sơn

• Thác Mu (Lạc Sơn)

• Mộ cổ Dốc Mừng

• Động Bát Mơ

• Thác Mặt Trời

• Quần thể di tích Chùa Tiên (Lạc Thủy)

• Hang Trinh Nữ

• Suối Nước Nóng Serena Resort

• Đồi chè Lạc Thủy","Hòa Bình, Mai Châu, Lương Sơn, Hương Sơn (Hà Nội), Tam Chúc (Hà Nam), Cúc Phương (Ninh Bình)"
207,Phú Thọ,Lương Sơn,Cụm nhỏ,"Nghỉ dưỡng ngoại ô dã ngoại, cắm trại lòng hồ sinh thái, khám phá hang động karst và chơi golf đại ngàn.","• Động Đá Bạc

• Khu du lịch sinh thái Vịt Cổ Xanh

• Sân golf Phượng Hoàng (Phoenix Golf Resort)

• Hồ Đồng Chanh

• Thác Muồng

• Hồ Quan Sơn (đoạn Lương Sơn)

• Đèo Hang Lăng

• Động Mắt Rồng","Hòa Bình, Kim Bôi, Ba Vì (Hà Nội), Chùa Thầy (Hà Nội), Sơn Tây (Hà Nội)"
208,Phú Thọ,Tam Đảo,Cụm lớn,"Nghỉ dưỡng khí hậu mây mù núi cao, chiêm bái quần thể danh thắng tâm linh Tây Thiên di sản và thám hiểm Vườn quốc gia.","• Thị trấn Tam Đảo

• Nhà thờ đá Tam Đảo

• Tháp truyền hình Tam Đảo

• Đền Bà Chúa Thượng Ngàn (Tam Đảo)

• Cổng Trời Tam Đảo & Cầu Mây

• Thác Bạc Tam Đảo

• Đỉnh Rồng

• Vườn quốc gia Tam Đảo (đoạn Vĩnh Phúc)

• Quần thể Danh thắng Tây Thiên (Đền Quốc Mẫu Tây Thiên, Đại Tháp Mandala, Thiền viện Trúc Lâm Tây Thiên, Cáp treo Tây Thiên)

• Thiền viện Trúc Lâm Tuệ Đức (Sông Lộ)

• Tháp Bình Sơn (Sông Lộ)

• Hồ Vân Trục","Vĩnh Yên, Phúc Yên, Sơn Tây (Hà Nội), Việt Trì (Phú Thọ)"
209,Phú Thọ,Vĩnh Yên,Cụm lớn,"Du lịch sinh thái đô thị hồ nước, nghỉ dưỡng golf cao cấp, tham quan di tích chùa cổ và làng nghề truyền thống.","• Thành phố Vĩnh Yên

• Hồ Đầm Vạc

• Sân golf Đầm Vạc

• Chùa Tích Sơn

• Bảo tàng Vĩnh Phúc

• Công viên Quảng trường Hồ Chí Minh Vĩnh Yên

• Chợ Vĩnh Yên

• Làng gốm Hương Canh (Bình Xuyên)

• Làng nghề đan mây tre Triệu Đề","Tam Đảo, Phúc Yên, Việt Trì (Phú Thọ), Sơn Tây (Hà Nội)"
210,Phú Thọ,Phúc Yên,Cụm nhỏ,"Nghỉ dưỡng sinh thái hồ nước sang trọng, vui chơi giải trí tổ hợp resort, cắm trại lòng hồ và khám phá đèo núi hoang sơ.","• Hồ Đại Lải

• Flamingo Đại Lải Resort

• Đảo Ngọc Đại Lải

• Chùa Bầu Phúc Yên

• Sân golf Đại Lải

• Hồ Thanh Lộc

• Đèo Nhe

• Chiến khu Ngọc Thanh","Vĩnh Yên, Tam Đảo, Sóc Sơn (Hà Nội)"
211,Phú Thọ,Việt Trì,Cụm lớn,"Hành hương Di tích Quốc gia Đặc biệt cội nguồn Dân tộc, thưởng thức Hát Xoan di sản thế giới và du lịch đô thị ngã ba sông.","• Khu di tích Quốc gia Đặc biệt Đền Hùng (Đền Hạ, Đền Trung, Đền Thượng, Đền Giếng, Mộ Hùng Vương, Bảo tàng Hùng Vương)

• Thành phố Việt Trì

• Công viên Văn Lang

• Làng cổ Hùng Lô (Đình Hùng Lô - Biểu diễn Hát Xoan, Nhà cổ Hùng Lô)

• Bảo tàng Hùng Vương (TP. Việt Trì)

• Chùa Đại Bi (Việt Trì)

• Chùa Cát Trù

• Chợ Việt Trì

• Cầu Hạc Trì & Ngã ba Hạc","Xuân Sơn, Hạ Hòa, Thanh Thủy, Vĩnh Yên (Vĩnh Phúc), Tam Đảo (Vĩnh Phúc), Sơn Tây (Hà Nội), Ba Vì (Hà Nội)"
212,Phú Thọ,Thanh Thủy,Cụm nhỏ,"Nghỉ dưỡng tắm khoáng nóng thiên nhiên, vui chơi tổ hợp resort khoáng nóng và chiêm bái đền miếu lịch sử ven sông Đà.","• Khu du lịch khoáng nóng Thanh Thủy

• Tổ hợp nghỉ dưỡng Lynn Times Thanh Thủy

• Đền Lăng Xương (Nơi sinh Thánh Tản Viên)

• Đảo Ngọc Xanh (Thanh Thủy)

• Bãi bồi Sông Đà Thanh Thủy

• Đền Tu Vũ

• Tượng đài Chiến thắng Tu Vũ","Việt Trì, Xuân Sơn, Ba Vì (Hà Nội), Lương Sơn (Hòa Bình)"
213,Phú Thọ,Xuân Sơn,Cụm nhỏ,"Thám hiểm Vườn quốc gia đa dạng sinh học, check-in ""đĩa bãi chè"" Long Cốc kỳ vĩ, khám phá hang động nguyên sinh và văn hóa Mường - Dao.","• Vườn quốc gia Xuân Sơn (Hang Lấp, Hang Than, Hang Na, Bản Dù, Bản Lấp)

• Đồi chè Long Cốc (Tân Sơn)

• Đồi chè Địch Quả (Thanh Sơn)

• Thác Cây Đăng

• Thác Chín Tầng

• Thác Lạc Sanh (Tân Sơn)

• Bản Nhông & Bản Ten

• Sông Bứa (Thanh Sơn)","Việt Trì, Thanh Thủy, Hạ Hòa, Hòa Bình"
214,Phú Thọ,Hạ Hòa,Cụm nhỏ,"Hành hương Di tích Quốc gia Đền Mẫu Âu Cơ, chèo thuyền sinh thái đầm hồ mênh mông và dã ngoại thiên nhiên.","• Di tích Quốc gia Đền Mẫu Âu Cơ (Hạ Hòa)

• Danh thắng Hồ Ao Châu

• Hồ Vân Hội

• Đầm Bàu Trắng

• Đền Du Yến

• Thác Sang

• Chùa Cụ Thọ

• Đồi chè Cẩm Khê","Việt Trì, Xuân Sơn"
215,Sơn La,Mộc Châu,Cụm lớn,"Nghỉ dưỡng cao nguyên khí hậu ôn đới, check-in đồi chè, mùa hoa quả ngọt, chinh phục cầu kính kỷ lục, thám hiểm sinh thái thác nước và văn hóa H'Mông - Thái.","• Đồi chè Trái Tim Mộc Châu

• Cầu kính Bạch Long (Mộc Châu Island)

• Thác Dải Yếm

• Rừng thông Bản Áng

• Thung lũng Nà Ka (Mùa hoa mận & mận chín)

• Đỉnh Pha Luông

• Hang Táu (Làng Nguyên Thủy)

• Động Sơn Mộc Hương (Hang Dơi)

• Thác Chiềng Khoa (Thác Mây - Vân Hồ)

• Vườn cam & Vườn dâu tây Mộc Châu

• Bản Lóng Luông

• Đỉnh Tạt Cổ","Sơn La, Bắc Yên, Mai Châu (Hòa Bình)"
216,Sơn La,Sơn La,Cụm lớn,"Khám phá di tích lịch sử nhà tù cổ, du lịch sinh thái đô thị thung lũng, tắm khoáng nóng thư giãn và trải nghiệm văn hóa ẩm thực Thái truyền thống.","• Thành phố Sơn La

• Di tích Quốc gia Đặc biệt Nhà tù Sơn La & Bảo tàng Sơn La

• Bản Mòng (Tắm khoáng nóng & Du lịch cộng đồng)

• Quảng trường Tây Bắc & Tượng đài Bác Hồ

• Đền thờ Vua Lê Thái Tông (Quế Lâm Ngự Chế)

• Bản Bó

• Bản Húc

• Hang Mỏ Mắm

• Đèo Chẹn","Mộc Châu, Bắc Yên, Quỳnh Nhai, Sông Mã"
